file_name,caption_1,kor_1,caption_2,kor_2,caption_3,kor_3,caption_4,kor_4,caption_5,kor_5
outdoors ambient windy wind leaves rustle 2.wav,A person is cleaning up leaves with a rake while rainfall is pouring down.,비가 억수같이 쏟아지는 동안 한 사람이 갈퀴로 낙엽을 치우고 있다.,A person walking through dense grassland while stepping on twigs.,나뭇가지를 밟으며 울창한 초원을 걷는 사람.,A person walking through heavy bushes while walking on twigs.,나뭇가지를 짚으며 무거운 덤불 속을 걷는 사람.,It is raining down and a person is cleaning up leaves with a rake.,비가 내리고 있고 한 사람이 갈퀴로 나뭇잎을 닦고 있다.,Leaves shuffle and crunch as people faintly converse in the background.,사람들이 뒤에서 희미하게 대화할 때 나뭇잎이 흔들리며 바삭바삭하다.
20060426.marsh.house.ambiance.wav,A variety of birds are chirping in an open space while a radio controlled toy aircraft is flown nearby.,라디오 조종 장난감 항공기가 근처에 날아가는 동안 다양한 새들이 열린 공간에서 지저귀고 있다.,Birds are singing as an airplane approaches from the distance.,멀리서 비행기가 다가오자 새들이 지저귀고 있다.,Birds singing as an airplane motor approaches from the distance,비행기 모터로 노래하는 새들이 멀리서 다가온다.,The birds are chirping screeching and singing with an airplane roars in the background,새들이 비행기 소리를 배경으로 꽥꽥거리고 노래하고 있다.,bird chirping screeching and singing with an airplane in the background,새들이 꽥꽥 소리를 내며 비행기를 배경으로 노래를 부른다.
20060802.waders.truck.wav,A plane takes off a run way and flies into the air.,비행기가 활주로를 이탈하여 공중으로 날아간다.,Birds chirp while a loud engine hums and cars drive by.,시끄러운 엔진이 윙윙거리는 동안 새들이 지저귀고 자동차가 지나간다.,Several cars and trucks are driving by on a road where birds are in the background.,새들이 있는 길을 여러 대의 차와 트럭이 지나가고 있다.,Several cars and trucks driving by on a road with birds in the background.,새를 배경으로 여러 대의 차와 트럭이 도로를 달리고 있다.,fowl twitter and tweet while traffic drives past,교통이 지나갈 때 트윗과 트윗을 날리다.
20060810.peters.clock.01.wav,A mechanical clinking resonates at a steady pace as time goes on.,기계적으로 부딪치는 소리는 시간이 흐를수록 일정한 속도로 울려 퍼진다.,A mechanical clinking resonates at a steady pace continuously.,기계적으로 딸랑거리는 소리가 일정한 속도로 계속 울려 퍼진다.,The hand of the grand father clock makes a ticktock noise.,할아버지 시계의 손이 똑딱거리는 소리를 낸다.,The hand on the clock is going tick tick throughout.,시계 바늘이 똑딱똑딱 움직인다.,The ticking of a slow moving clock is counting the seconds.,천천히 움직이는 시계의 똑딱거리는 소리가 초를 세고 있다.
Oct-18th-Drm-3A1.wav,A distorted drum or similar instrument is played.,일그러진 드럼이나 이와 비슷한 악기가 연주된다.,A distorted musical instrument that sounds like drums and other percussive instruments.,드럼과 기타 퍼커션 악기처럼 들리는 일그러진 악기.,"A drum line, mixed with a ticking clock, is played in reverse.",똑딱거리는 시계가 섞인 드럼 라인이 거꾸로 연주된다.,A man groans while several percussive sounds are played.,한 남자가 몇 가지 반복적인 소리가 연주되는 동안 신음소리를 낸다.,The metronome is going at a rapid pace.,메트로놈은 빠른 속도로 가고 있다.
20061121.pee.wav,A person is peeing outdoors as insects hum.,벌레가 윙윙거리는 소리를 내면서 사람이 야외에서 오줌을 누고 있다.,A person urinating outside with insects buzzing in the background.,밖에서 벌레가 윙윙거리며 소변을 보는 사람.,A very light popping and crackling sound is being generated .,아주 가벼운 펑펑 터지는 소리와 함께 깨지는 소리가 발생하고 있다.,Fluid drips onto the ground and flies buzz around.,액체가 땅으로 떨어지고 파리가 윙윙거리며 날아다닌다.,Someone is peeing onto the ground in dribbles as flies buzz around.,파리가 윙윙거리며 날아다니자 누군가가 땅에 오줌을 싸고 있다.
20061124ParadeCHS.wav,A marching band is loudly playing a song with drums and cymbals.,행진하는 밴드가 북과 심벌즈를 가지고 큰 소리로 노래를 연주하고 있다.,"The snare drum is playing only in the middle of the song, while the drum band is playing throughout.","올가미 드럼은 노래 중간에만 연주되고, 드럼 밴드는 내내 연주되고 있다.",a marching band loudly playing a song with drums and cymbals,북과 심벌즈로 노래를 크게 연주하는 행진 악단.,"Some musical instruments play, then trumpets and other horns, and then drums play at same time","어떤 악기는 연주하고, 그 다음에는 트럼펫과 다른 뿔이 연주되고, 그 다음에는 드럼이 동시에 연주된다.","Some musical instruments play, then trumpets and other horns, and then drums play at the same time","어떤 악기는 연주하고, 그 다음에는 트럼펫과 다른 뿔이 연주되고, 그 다음에는 드럼이 동시에 연주된다."
Collob church bells 2.wav,A church bell rings consistently and echoes around.,교회 종이 끊임없이 울리고 메아리친다.,A clock tower bell chimes loudly for multiple times at a steady rate.,시계탑 종소리가 일정한 속도로 여러 번 크게 울린다.,A loud clock tower bell chimes multiple times at a steady state,시끄러운 시계탑 벨은 안정된 상태에서 여러 번 울린다.,A single church bell constantly rings and echoes across the whole town.,교회 종소리 하나가 마을 전체에 끊임없이 울리고 메아리친다.,"Church bells are ringing loudly and repetitively, over and over again.",교회의 종소리가 크고 반복적으로 울리고 있다.
20061208.waves.02.wav,A person wades and treads in the water.,사람이 물 속을 어슬렁거리다.,Water being gently moved in pool and some water splashing as moving.,물은 수영장에서 부드럽게 이동되고 약간의 물은 움직이면서 튀어 오른다.,Water moves and splashes as waves crash far in the distance.,먼 곳에서 파도가 부딪치면서 물이 움직이고 튄다.,Water ripples gently in a pool as it moves.,물이 움직일 때 웅덩이에서 잔잔하게 물결친다.,Water was gently moved in pool and some water splashed as moved.,물은 수영장에서 부드럽게 옮겨졌고 약간의 물은 움직이면서 튀었다.
20061214.stapler.wav,A man swings a swatting object against a wall.,한 남자가 벽에 부딪치는 물체를 휘두른다.,A person is swatting a swatting object against a wall.,사람이 벽에 물체를 부딪치고 있다.,A plastic bar is continuously being cut into pieces.,플라스틱 바는 계속해서 조각조각 잘려지고 있다.,Someone keeps missing with swinging an object even though there is no fly.,파리가 없는데도 물건을 휘둘러 놓치는 사람이 있다.,Someone repeatedly swings an object and hits a surface.,누군가 물체를 반복적으로 휘둘러 표면을 때린다.
20061214.wrench.02.wav,A person is making a cranking sound with a wrench.,사람이 렌치로 크랭킹 소리를 내고 있다.,A person is using a wrench and making a cranking sound.,한 사람이 렌치를 사용하여 크랭킹 소리를 내고 있다.,A small gear box of a bicycle spins around the gears.,자전거의 작은 기어 박스가 기어 주위를 빙빙 돈다.,"Socket wrench, ratchet being spun backwards multiple times.","소켓 렌치, 래칫을 뒤로 여러 번 돌린다.",The ratchet is being turned backwards multiple times.,그 래칫은 여러 번 뒤로 돌려지고 있다.
20070318.dirt.road.wav,A car approaches and the car passes by.,차가 다가오고 차가 지나간다.,A vehicle driving down a dirt road as birds are chirping in the background.,새들이 지저귀고 있는 흙길을 달리는 차량.,The roar of a vehicle passing gives way to the quite with birds singing.,새들이 지저귀는 가운데 지나가는 차량의 굉음이 적에게 길을 내주고 있다.,The roar of the vehicle passing gave way to the quiet with birds singing.,지나가는 차량의 굉음이 새들이 지저귀는 가운데 조용한 사람들에게 자리를 내주었다.,"While one car approaches, another car passes by.",한 차가 다가오는 동안 다른 차가 지나간다.
SFX_CHEERS-Bottle-CLANK_Beer-n-Wine.wav,A glass is struck with a metal spoon and a man says cheers.,유리잔에 금속 스푼이 부딪히고 한 남자가 환호성을 지른다.,Glass is struck by a metallic spoon and a man exclaims something.,유리는 금속성 스푼에 부딪히고 사내는 무언가를 외친다.,Two men forcefully cheer at each other while bells ring slowly one after the other.,두 남자는 종소리가 차례로 천천히 울리는 동안 서로 힘겹게 응원한다.,Two people are clinking with crystal wine glasses.,두 사람이 크리스탈 와인잔으로 쨍그랑거리고 있다.,Two people make a toast as their crystal wine glasses clink against each other.,크리스탈 와인잔이 서로 부딪치면서 두 사람이 건배를 한다.
20070618 032137 treinreis.wav,A train is shaking on its journey and is rattling on its tracks.,기차가 여행 중에 흔들리며 선로를 덜컹거리고 있다.,A train shudders on its tracks and rattles on the rails.,기차가 선로에 몸을 떨며 레일 위를 덜컹거리다.,A washing machine running as someone hits a door.,누군가 문을 들이받으면서 달리는 세탁기.,Muffled people are chatting near a very noisy machine.,목이 메인 사람들이 매우 시끄러운 기계 근처에서 수다를 떨고 있다.,Muffled people chatting near a very noisy machine.,아주 시끄러운 기계 근처에서 수다를 떠는 사람들.
20070620 092618 front garden sultan palace jogjakarta.wav,A caged bird sings a lonely song amid mumbling human conversation.,우리에 갇힌 새가 인간의 대화를 중얼거리는 가운데 외로운 노래를 부른다.,People are having conversations as birds tweet in the background.,사람들이 뒤에서 새들이 트윗을 올리면서 대화를 나누고 있다.,People are talking at an aviary while birds chirp overhead.,새들이 머리 위에서 지저귀는 동안 사람들은 새집에서 이야기하고 있다.,People talk to one another while a bird chirps.,새가 지저귀는 동안 사람들은 서로 이야기한다.,Several people make conversation while a bird chirps.,새가 지저귀는 동안 여러 사람이 대화를 나눈다.
20071229.cooing.wav,"A creature making a noise throughout, background of a woman talking and shoes making noises walking on a hard floor.","시끄럽게 떠드는 생물체, 여자가 말하는 배경과 신발이 딱딱한 바닥을 걷는 소리를 내는 것.","An animal growls, while a woman speaks and someone walks in the background.",동물이 으르렁대는 동안 여자는 말을 하고 누군가는 뒤에서 걷는다.,An animal grumbling with a woman speaking and footsteps in the background.,"말을 하는 여자와 투덜대는 동물, 뒤에서 발소리.","An owl hoots loudly, like he is in some sort of pain.",올빼미는 마치 어떤 고통 속에 있는 것처럼 큰 소리로 운다.,"At a zoo, an animal grunts or growls or roars.",동물원에서 한 동물이 으르렁거리거나 으르렁거리거나 울부짖는다.
buzzing bee 3 multi.wav,A bird is chirping loudly while a bumble bee is buzzing in the background,새 한 마리가 큰 소리로 지저귀고 있는데 벌 한 마리가 뒤에서 윙윙거리고 있다.,"In nature, birds sing outside as a bee passes by.",자연에서 새들은 벌이 지나갈 때 밖에서 노래한다.,Insects are swarming around while birds chirp in the background of a wooded area.,숲이 우거진 지역을 배경으로 새들이 지저귀는 동안 곤충들이 우글거리고 있다.,"Outside in nature, a bee passing nearby, birds singing","자연 밖, 근처를 지나가는 벌, 새들이 지저귀고",Some bird calls overhead as a steady stream of flies buzz.,어떤 새들은 머리 위를 파리가 끊임없이 윙윙거리는 소리라고 부른다.
quick walk.wav,A hard gravel ground is walked on by someone .,딱딱한 자갈밭이 누군가에 의해 걷힌다.,A person walking on a hard gravel ground.,딱딱한 자갈밭 위를 걷는 사람.,A person was walking on a cobblestone pathway.,한 사람이 자갈길을 걷고 있었다.,A person was walking on a surface with pebbles on it,한 사람이 조약돌을 얹은 채 수면 위를 걷고 있었다.,A rustling and crunching under the feet as someone is walking.,누군가가 걷고 있을 때 발 밑에서 바스락거리고 바삭바삭하는 소리.
crowd2.wav,A crowd of people in a public place,공공장소에 모인 사람들,A person wearing sandals walks through a large crowd of people.,샌들을 신은 사람이 많은 사람들 사이를 거닐다.,At the local social event groups of people are having fun and talking.,지역 사회 행사 단체에서는 사람들이 즐겁게 이야기를 나누고 있다.,Groups of people are talking and having fun at a local social event.,한 무리의 사람들이 지역 사회 행사에서 이야기하고 즐거워하고 있다.,The public space is filled with a crowd of people.,공적인 공간은 많은 사람들로 가득 차 있다.
20080505_1306playground01.wav,Birds sing while children loudly play outside near them.,새들은 아이들이 그들 근처에서 시끄럽게 노는 동안 노래한다.,"Children are laughing and playing, birds are in the background.","아이들은 웃고 놀고, 새는 뒤에 있다.",Children are loudly playing outside while birds are singing.,새들이 지저귀는 동안 아이들은 밖에서 시끄럽게 놀고 있다.,Children laugh on the playground during lunch recess.,점심 휴식 시간에 아이들은 운동장에서 웃는다.,kids are playing as one child shrieks while birds are chirping.,새들이 지저귀는 동안 아이들은 한 아이가 오그라들 때 놀고 있다.
20080614.bells.wav,A bell is rung a couple of times and birds are tweeting.,종소리가 두어 번 울리고 새들이 트윗을 하고 있다.,"As someone rings the bell, birds tweet to themselves in the distance.",누군가가 벨을 울리자 멀리서 새들이 스스로에게 트윗을 한다.,Birds chirp in the background and a church bell rings throughout.,새들이 뒤에서 지저귀고 교회 종소리가 사방에 울린다.,Church bells are ringing indicating that it is noon.,교회의 종소리가 정오를 가리키며 울리고 있다.,"With birds chirping in the background, a church bell rings throughout.",새들이 지저귀는 가운데 교회 종소리가 사방에 울린다.
20080702.marsh.crickets.snippet.wav,Crickets are chirping and tree frogs are croaking.,"귀뚜라미가 울고, 나무개구리가 우렁우렁 울고 있다.",Crickets are chirping constantly at a steady pace of sound.,귀뚜라미는 일정한 음속으로 끊임없이 지저귀고 있다.,Crickets are chirping constantly at a steady speed and volume.,귀뚜라미는 일정한 속도와 부피로 끊임없이 지저귀고 있다.,Insects chirp steadily with the occasional buzz of a bee.,가끔 벌의 윙윙거리는 소리와 함께 곤충들이 끊임없이 짹짹거린다.,"Insects chirp steadily, enhanced by the occasional buzz of a bee.",곤충들은 때때로 벌의 윙윙거리는 소리에 의해 향상되어 끊임없이 짹짹거린다.
20080805.birches.n.birds.01.wav,A crow caws and many song birds sing.,까마귀가 으르렁거리고 많은 새들이 노래한다.,A seagull squawking and several other birds chirping.,갈매기가 꽥꽥거리고 몇 마리의 다른 새들이 지저귀고 있다.,A seagull squawks while several other birds chirp.,갈매기 한 마리가 다른 새 몇 마리가 지저귀는 동안 꽥꽥거린다.,"With a heavy, coastal wind blowing in the background, seagulls screech at each other.",무거운 해안풍을 배경으로 갈매기들이 서로 꽥꽥거린다.,birds are continuously squawking and chirping near a stream of flowing water,새는 흐르는 물줄기 근처에서 끊임없이 꽥꽥거리고 지저귀고 있다.
CuttingOnion.wav,A person is using a cutting board to cut up potatoes.,한 사람이 감자를 썰기 위해 도마로 자르고 있다.,Food is being chopped up on a chopping block.,음식이 도마 위에서 잘리고 있다.,Something towards the end is being crushed and chopped.,끝을 향한 무언가가 으스러지고 잘리고 있다.,a vegetable is being chopped on a chopping block.,채소가 도마 위에서 잘리고 있다.,someone chopping vegetables on a wooden cutting block,나무 절단대에 채소를 썰고 있는 사람
20090501.horse.neigh.wav,A horse whinnies and birds sing outdoors with people talking in the background.,말은 윙윙거리고 새는 사람들을 배경으로 야외에서 노래한다.,"A horse whinnies, a dog barks, birds are chirping, the horse whinnies again, and a man talks.","말이 징징거리고, 개가 짖고, 새가 지저귀고, 말이 다시 징징거리고, 사람이 말을 한다.","Horse vocalizations, birds chirping, dog barking, person talking, fly buzzing all sounding off at the same time.","말소리, 새 지저귀기, 개 짖기, 사람 말하기, 날기 윙윙거리는 소리 모두 동시에 울려 퍼진다.","Horse vocalizations, birds chirping, dog barking, person talking, fly buzzing, bucket.","말발성, 새 지저귀기, 개 짖기, 사람 말하기, 윙윙거림, 양동이.",a horse is neighing loudly and birds are chirping,말이 큰 소리로 울고 새들이 지저귀고 있다.
Elektron Analog Rytm Beat &gt; Redson EC-25 8-track tape echo.wav,A synthesized drum and a loud reverb echo of it.,합성된 북과 그것의 큰 반향.,An electronic beat of a drum triggers a pulsing sound which fades away as time passes.,드럼의 전자적 비트는 맥동하는 소리를 유발하고 시간이 흐를수록 점점 사라진다.,Percussion plays with a voluminous reverberating echo attached.,풍성한 반향 메아리가 부착된 타악기 연주.,The electronic drum beat triggers the pulsing sound which faded away as time passed.,전자 드럼 박자는 시간이 흐르면서 희미해져 가는 맥동 소리를 유발한다.,"part of a song beat that repeats, echos and then changes its sound","반복되는 노래 비트의 일부, 에초스 후 소리를 바꾼다."
Group running in sync on concrete.wav,A horse runs loudly on a dirt track.,말이 흙길을 요란하게 달리다.,Some people are going to walk on the road path.,어떤 사람들은 도로 위를 걸을 것이다.,Someone is running and their backpack is shaking back and forth.,누군가가 달리고 있고 그들의 배낭은 앞뒤로 흔들린다.,Someone is running and their backpack is shaking back and fourth.,누군가가 달리고 있고 그들의 배낭은 뒤로 흔들리며 넷째 흔들린다.,The constant pounding of feet on the pavement while running.,달리는 동안 계속 발이 포장도로에 쿵쾅거리는 소리.
breaking_small_window.wav,"A vehicle glass repeatedly hit a metal rod, breaking glass with multiple strikes, then the rod drops to the ground.","차량 유리가 금속 막대를 반복적으로 부딪쳐 유리를 여러 번 내리치는 바람에 깨진 다음, 막대기가 땅에 떨어진다.",As the glass parts were broken shards of glass fell and shattered.,유리 파편이 깨지면서 유리 파편이 떨어져 산산조각이 났다.,"Glasses are broken, one after another and then a metal pipe is slammed onto concrete.",안경이 잇따라 깨지고 이어 금속 파이프가 콘크리트에 쾅 부딪힌다.,"Windows of a vehicle are hit repeatedly with a metal object, and smashing glass hits the ground with the object.","차량의 유리창은 금속 물체로 반복적으로 부딪히고, 유리는 물체로 땅에 부딪친다.",Planes of glass being broken with shards of glass falling and smashing.,유리 파편이 떨어져 부서지는 유리 비행기들.
20091224.bells.03.wav,A bell is being rung very loudly from a church bell.,교회 종소리가 매우 크게 울려 퍼지고 있다.,A bell is rung very loudly from a church bell.,교회 종에서 종소리가 매우 크게 울린다.,Assorted bells beats in one place along with echo sound,다양한 종들이 메아리 소리와 함께 한 곳에서 울린다.,Different bells are beating and echoing in one place.,다른 종들이 한 곳에서 울리고 있다.,Two sets of church bells ring asynchronously with each other,교회 종 두 세트가 서로 비동기적으로 울린다.
perafan_felipe_antropo_fonia_imprimiendo.wav,A person in a room turning on and operating a copy machine.,방에 있는 사람이 복사기를 켜고 작동한다.,A person is printing a page on a printer,사람이 프린터에 페이지를 인쇄하고 있다.,"A sewing machine runs, pauses and then is turned off.","재봉틀이 달리고, 멈췄다가 꺼진다.",Paper shuffling as the printer works to spit out a page.,프린터가 한 페이지를 뱉어낼 때 종이를 섞는다.,Someone in a room is trying to activate and run a copying machine.,방에 있는 누군가가 복사기를 작동시켜 작동시키려 하고 있다.
20091225.rain.wav,Rain falling down onto a house or building.,집이나 건물로 떨어지는 비.,Rain is falling and splashing on a roof.,비가 내리며 지붕 위에서 첨벙거리고 있다.,Water runs over the ground as heavy rain continues.,폭우가 계속되면서 땅 위로 물이 흐른다.,rain falling on a roof as well as the ground,땅뿐만 아니라 지붕에도 떨어지는 비,rain falling on a rooftop and in addition the ground,옥상에 내리는 비와 더불어 땅에도 내리는 비
20092007.strike.wav,Explosions are going off in the distance repeatedly.,멀리서 폭발이 반복되고 있다.,Explosions are repeatedly going off in the distance,멀리서 폭발이 반복되고 있다.,"Lightening popped and thunder rustled, with more and more thunder rumbling.","번개가 터지고 천둥소리가 바스락거리며, 천둥소리가 점점 더 우르릉거렸다.",The loud booming thunder quiets as the storm passes.,폭풍우가 지나갈수록 요란하게 울리는 천둥소리가 잠잠해진다.,Thunder rolls and echoes becoming more distant over footsteps.,천둥이 치고 메아리가 발소리 위로 점점 멀어져 간다.
folding and crumpling paper.wav,"Moving your hand on it, rustling papers around a little bit and then folding up a piece of small paper.",그 위에서 손을 움직이면서 종이를 조금 바스락거리다가 작은 종이 한 장을 접는다.,"Rustling paper around a little bit and moving your hand on it, then folding up a piece of small paper.","종이를 약간 바스락거리며 그 위에 손을 얹은 다음, 작은 종이 한 장을 접는다.",Someone crumbling or paying with a piece of paper.,누군가 무너지거나 종이 한 장으로 돈을 지불하는 것.,Someone crumbling or playing with a piece of paper.,누군가가 무너지거나 종이 한 장을 가지고 노는 것.,some packet opening sound along with that some plastic sound.,그 플라스틱 사운드와 함께 어떤 패킷 오프닝 소리.
Noisy Hotel Bathroom Fan (starts + stops).wav,"A loud crack, a motor starting, another loud crack, and then the motor slowing down.","큰 금이 가고, 모터가 시작되고, 또 큰 금이 가고, 그리고 나서 모터가 느려진다.",A machine is running and then suddenly stops and starts up again a few times.,기계가 작동하다가 갑자기 멈춰서서 몇 번 다시 시동한다.,A machine is running then stops and starts up again a few times.,기계가 작동하다가 정지하고 몇 번 다시 시동한다.,A motor starts and cuts out three times.,모터가 시동되어 세 번 꺼진다.,"Three times a rotor is switched on, showing an audible difference.",로터를 세 번 켜면 청각적 차이가 나타난다.
wind_howling_01.wav,A whir of wind zooming by during a gloomy windy afternoon.,음울한 바람이 부는 오후 동안 휘몰아치는 바람.,"A wind blows at a varying, but in general a hard speed.",바람은 변화무쌍하지만 일반적으로 강한 속도로 분다.,"A wind blows at a varying, but in general hard speed.",바람은 다양하지만 일반적으로 강한 속도로 분다.,Rain is coming down and the wind is howling.,비가 내리고 바람이 울부짖고 있다.,very strong winds moaning through the sail on a boat,보트를 타고 돛을 타고 신음하는 매우 강한 바람
Crowd Laughing.wav,A crowd start laughing before someone claps and they laugh two more times.,군중들은 누군가 박수를 치기 전에 웃기 시작하고 그들은 두 번 더 웃는다.,A group of people are talking an laugh together while clapping.,한 무리의 사람들이 박수를 치면서 함께 웃고 있다.,A group of people chatting and laughing in a large hall.,한 무리의 사람들이 큰 홀에서 수다를 떨며 웃고 있다.,"An audience of people laughs, and some joyfully clap.","많은 사람들이 웃고, 몇몇은 즐겁게 박수를 친다.",The audience are laughing and some are clapping with joy,관중들은 웃고 있고 몇몇은 기뻐서 박수를 치고 있다.
Train Passby Right to Left with Horn Short 02.wav,A train blows its whistle and then the train gets louder as it passes by.,기차가 휘파람을 불다가 지나가면서 기차가 커진다.,A train horn blaring when the train speeds by.,기차가 속도를 낼 때 경적이 울린다.,A train horn blowing then the train blazing past,기차가 경적을 울리자 기차가 활활 타오르며 지나갔다.,The horn of a train sounds loudly as it speeds into a tunnel.,기차가 터널 속으로 속도를 낼 때 경적이 크게 울린다.,"a train horn blaring, the train then speeds by","기차가 경적을 울리고, 그 다음 기차가 빠르게 지나간다."
waterfall.wav,"A continuous static sound is playing, never changing noise level.","연속적인 정적 소리가 울려 퍼지고, 소음 수준은 절대 변하지 않는다.",Static noise is playing continuously at the same level.,정적 노이즈가 동일한 레벨에서 계속 재생되고 있다.,Television static is constant throughout and does not stop.,텔레비전의 정적은 내내 일정하며 멈추지 않는다.,The entire clip has static and white noise.,전체 동영상은 정적인 소음과 흰색 소음을 가지고 있다.,static white noise for the entirety of the clip,전체 클립에 대한 정적 화이트 노이즈
20101206.06.seagulls.wav,"A variety of birds sing different songs, and one of them gets louder.","다양한 새들이 서로 다른 노래를 부르는데, 그 중 한 마리가 더 커진다.",Birds are chirping back and forth in the background as a person is breathing in the foreground.,사람이 전경을 숨쉬고 있을 때 새들이 뒤에서 앞뒤로 지저귀고 있다.,"Out in nature different voices of birds singing, the bird becomes louder at the end","자연 속에서 새들이 지저귀는 다른 목소리들, 그 새는 마지막에 더 커진다.","Several sea gulls are squawking, and then one very loud sea gull starts chirping, drowning out the others.","몇 마리의 갈매기가 꽥꽥거리고 있고, 그리고 나서 아주 시끄러운 갈매기 한 마리가 다른 갈매기들을 물에 빠뜨리며 짹짹거리기 시작한다.","Several sea gulls are squawking, with one particular sea gull starts chirping loudly, drowning out the others.","몇몇 갈매기들이 꽥꽥거리고 있는데, 한 특별한 갈매기가 다른 갈매기들을 물에 빠뜨리며 큰 소리로 지저귀기 시작한다."
Small_Refrigerator_Refrigeration-For_Freesound.wav,"A constant, deep, low hum is emitted from and sustained by a machine.","지속적이고, 깊고, 낮은 웅얼거림은 기계로부터 방출되고, 기계에 의해 지속된다.",A low mechanical hum runs monotonously as a few birds chirp in the background.,낮은 기계식 웅성거림이 뒤에서 몇 마리의 새가 지저귀는 것처럼 단조롭게 달린다.,"A machine sounds and creates a deep, low hum.",기계가 울리고 깊고 낮은 웅성거림을 만들어 낸다.,A mechanical hum runs low as birds chirp in the distance.,멀리서 새들이 지저귀는 것처럼 기계적인 웅성거림이 낮게 흐른다.,"A very low, motorized hum goes on uninterrupted.",매우 낮은 모터 달린 웅성거림이 중단 없이 계속된다.
InsectsLateSummerCacheRiverSep92012.wav,A cluster of crickets are chirping with increasing intensity.,귀뚜라미가 점점 더 세차게 지저귀고 있다.,Many birds and crickets are active near a road.,많은 새들과 귀뚜라미가 길 근처에서 활동한다.,Several crickets and birds outside making noise close to a road.,밖에서 귀뚜라미와 새 몇 마리가 길가에서 소리를 낸다.,The birds are singing while the insects are buzzing at night.,밤에 곤충들이 윙윙거리는 동안 새들이 지저귀고 있다.,The insects buzzing in the night time also the birds are singing,밤중에 윙윙거리는 곤충들 또한 새들이 지저귀고 있다.
cooling unit close up 1 san diego 2013.wav,A factory conveyor belt is running as tasks are carried out on the items on it.,공장 컨베이어 벨트는 그 위에 있는 물품들에 대한 작업이 진행되면서 가동되고 있다.,A large factory conveyor is rolling along as various operations are carried out on the items on the conveyor.,컨베이어 위의 물품에 대한 다양한 작업이 진행되면서 대형 공장 컨베이어가 굴러가고 있다.,A loud air conditioner drowns out all other sounds.,시끄러운 에어컨이 다른 모든 소리들을 잠가버린다.,All other sounds are drowned out by a loud air conditioner.,다른 모든 소리들은 시끄러운 에어컨에 의해 익사된다.,An airplane is sitting on the runway with its engine turned on.,비행기가 엔진을 켜고 활주로에 앉아 있다.
20130405_wooden.stairs.floor.01.wav,A person is walking up some stairs then through a hallway.,한 사람이 계단을 올라 복도를 지나가고 있다.,Footsteps across the floor are determined and loud.,마루를 가로지르는 발자국 소리가 단호하고 시끄럽다.,Footsteps on the floor are loud and determined.,마루의 발소리가 요란하고 단호하다.,Footsteps walk down stairs and continue to move downward.,발걸음은 계단을 내려오며 계속 아래로 내려간다.,Hard soled shoes are walking over a hard surface and other hard objects are being moved.,딱딱한 솔질된 신발이 딱딱한 표면 위를 걷고 있고 다른 딱딱한 물체들이 움직이고 있다.
Davis.wav,Air blowing with occasional stronger feedback when it is more forceful,더 강력할 때 때때로 더 강한 피드백으로 공기 불기,Rain is falling and wind is blowing louder and louder.,비가 내리고 바람이 점점 더 크게 불고 있다.,Rain is falling heavily as the wind blows a lot.,바람이 많이 불면서 비가 많이 내리고 있다.,The wind rustling and rain pouring strongly lead to some thunder with continuous rain and wind.,바스락거리는 바람과 강하게 쏟아지는 비는 비바람이 계속되면서 약간의 천둥소리를 내기도 한다.,wind rustling and rain pouring strongly leading to some thunder with continuous rain and wind,바스락거리는 바람과 강하게 쏟아지는 비는 계속되는 비바람과 함께 천둥을 동반한다.
bebops_water1.wav,"Gentle, soft waves repeatedly lap the shoreline on the beach.",부드럽고 부드러운 파도가 해변의 해안선을 반복해서 가로지른다.,"In the distance, waves were crashing against the shore again, and again.","멀리서 파도가 다시 해안과 부딪치고, 또 부딪치고 있었다.",The rough waves hit the shore with storm force.,거친 파도가 폭풍의 힘으로 해안에 부딪쳤다.,The unpleasant waves hit the shore with storm constrain.,불쾌한 파도가 폭풍 제약을 받아 해안을 덮쳤다.,Waves crashing loudly into the shore multiple times.,파도가 해안에 여러 번 크게 부딪치다.
20160326_103240.wav,Bagpipes and drums playing continuously over a period of time.,일정 기간 동안 계속해서 연주하는 백파이프와 드럼.,"In the distance, snare drums and bagpipes are playing.",멀리서 올가미 드럼과 백파이프가 연주되고 있다.,Someone is playing bagpipes and someone is playing drums simultaneously.,누군가는 백파이프를 치고 누군가는 드럼을 동시에 치고 있다.,"The were bagpipes were played loudly, with the beat of drums in the distance.",그것들은 멀리서 북소리가 울려 퍼지는 큰 소리로 연주되었다.,Very loud bagpipes playing with drums in the background.,드럼을 배경으로 연주하는 매우 시끄러운 백파이프들.
Town Square Ambience.wav,A honking care horn drowns out the chattering of city birds.,경적을 울려대는 경적소리가 도시의 새들이 지저귀는 소리를 죽인다.,A horn honks once and then some birds sing.,뿔이 한 번 울리고 나서 몇몇 새들이 노래한다.,A horn honks once and then the birds sing.,뿔이 한 번 울리고 나면 새들이 노래한다.,A train horn blasts while birds vocalize nearby.,근처에서 새들이 지저귀는 동안 기차의 경적이 울린다.,For a moment a car horn blocks chattering city birds.,잠시 동안 자동차 경적 소리가 도시 새들이 지저귀는 것을 막는다.
